"HS2","HS4","HS6","HS8","HS10"
,,"950410","40095010","2922440000"
,,"950420","40095030","2922491000"
,,"950430","40095050","2922492000"
,,"950440","40095070","2922498000"
,,"950450","40095090","2922498500"
,,"950490","40100000","2922499500"
,,"950500","40101100","2922500000"
,,"950510","40101200","2923100000"
,,"950590","40101300","2923101000"
,,"950611","40101900","2923109000"
,,"950612","40102100","2923200000"
,,"950619","40102200","2923300000"
,,"950621","40102300","2923400000"
,,"950629","40102400","2923900000"
,,"950631","40102900","2923900001"
,,"950632","40103100","2923900009"
,,"950639","40103200","2924100000"
,,"950640","40103300","2924110000"
,,"950651","40103400","2924120000"
,,"950659","40103500","2924190000"
,,"950661","40103600","2924190001"
,,"950662","40103900","2924190009"
,,"950669","40111000","2924210000"
,,"950670","40112010","2924211000"
,,"950691","40112090","2924219000"
,,"950699","40113000","2924220000"
,,"950710","40113010","2924230000"
,,"950720","40113090","2924240000"
,,"950730","40114000","2924250000"
,,"950790","40114010","2924291000"
,,"950800","40114020","2924293000"
,,"950810","40114080","2924299000"
,,"950821","40114091","2924299500"
,,"950822","40114099","2924299800"
,,"950823","40115000","2924299900"
,,"950824","40115010","2924299901"
,,"950825","40115090","2924299909"
,,"950826","40116100","2925110000"
,,"950829","40116200","2925120000"
,,"950830","40116300","2925191000"
,,"950840","40116400","2925192000"
,,"950890","40116900","2925193000"
,,"960110","40117000","2925198000"
,,"960190","40118000","2925199500"
,,"960200","40119000","2925200000"
,,"960310","40119110","2925210000"
,,"960321","40119130","2925290000"
,,"960329","40119190","2926100000"
,,"960330","40119200","2926200000"
,,"960340","40119300","2926300000"
,,"960350","40119400","2926400000"
,,"960390","40119500","2926901000"
,,"960400","40119900","2926902000"
,,"960500","40119910","2926909000"
,,"960610","40119930","2926909500"
,,"960621","40119990","2926909800"
,,"960622","40121010","2927000000"
,,"960629","40121030","2928000000"
,,"960630","40121050","2928001000"
,,"960700","40121080","2928009000"
,,"960711","40121100","2928009001"
,,"960719","40121200","2928009009"
,,"960720","40121300","2929100001"
,,"960810","40121310","2929100009"
,,"960820","40121390","2929101000"
,,"960830","40121900","2929109000"
,,"960831","40122000","2929900000"
,,"960839","40122010","2930100000"
,,"960840","40122090","2930200000"
,,"960850","40129010","2930300000"
,,"960860","40129020","2930400000"
,,"960891","40129030","2930401000"
,,"960899","40129090","2930409000"
,,"960900","40131000","2930500000"
,,"960910","40131010","2930600000"
,,"960920","40131090","2930700000"
,,"960990","40132000","2930800000"
,,"961000","40139000","2930901200"
,,"961100","40139010","2930901300"
,,"961200","40139090","2930901400"
,,"961210","40141000","2930901600"
,,"961220","40149000","2930902000"
,,"961310","40149010","2930903000"
,,"961320","40149090","2930904000"
,,"961330","40150000","2930905000"
,,"961380","40151100","2930906000"
,,"961390","40151200","2930907000"
,,"961400","40151900","2930908500"
,,"961420","40151910","2930909500"
,,"961490","40151990","2930909501"
,,"961500","40159000","2930909508"
,,"961511","40160000","2930909509"
,,"961519","40161000","2930909900"
,,"961590","40161010","2931001000"
,,"961610","40161090","2931002000"
,,"961620","40169100","2931003000"
,,"961700","40169200","2931004000"
,,"961800","40169300","2931005000"
,,"961900","40169310","2931008000"
,,"962000","40169390","2931009500"
,,"970100","40169400","2931100000"
,,"970110","40169500","2931200000"
,,"970121","40169900","2931310000"
,,"970122","40169910","2931320000"
,,"970129","40169920","2931330000"
,,"970190","40169930","2931340000"
,,"970191","40169952","2931350000"
,,"970192","40169957","2931360000"
,,"970199","40169958","2931370000"
,,"970200","40169982","2931380000"
,,"970210","40169988","2931390000"
,,"970290","40169991","2931392000"
,,"970300","40169997","2931393000"
,,"970310","40169999","2931395000"
,,"970390","40170000","2931396000"
,,"970400","40170010","2931399001"
,,"970500","40170011","2931399002"
,,"970510","40170019","2931399009"
,,"970521","40170090","2931410000"
,,"970522","40170091","2931420000"
,,"970529","40170099","2931430000"
,,"970531","41011010","2931440000"
,,"970539","41011090","2931450000"
,,"970600","41012000","2931460000"
,,"970610","41012010","2931470000"
,,"970690","41012030","2931480000"
,,"999900","41012050","2931490001"
,,"999999","41012080","2931490009"
,,,"41012090","2931510000"
,,,"41012100","2931520000"
,,,"41012200","2931530000"
,,,"41012900","2931540000"
,,,"41013010","2931590001"
,,,"41013090","2931590002"
,,,"41014000","2931590009"
,,,"41015000","2931900001"
,,,"41015010","2931900009"
,,,"41015030","2931901000"
,,,"41015050","2931902000"
,,,"41015090","2931903000"
,,,"41019000","2931904000"
,,,"41021010","2931905000"
,,,"41021090","2931906000"
,,,"41022100","2931908001"
,,,"41022900","2931908002"
,,,"41031010","2931908009"
,,,"41031020","2931909000"
,,,"41031050","2931909001"
,,,"41031090","2931909002"
,,,"41032000","2931909009"
,,,"41033000","2932110000"
,,,"41039000","2932120000"
,,,"41039010","2932130000"
,,,"41039090","2932140000"
,,,"41040090","2932190000"
,,,"41041010","2932201000"
,,,"41041030","2932202000"
,,,"41041091","2932209000"
,,,"41041095","2932210000"
,,,"41041099","2932291000"
,,,"41041110","2932292000"
,,,"41041151","2932293000"
,,,"41041159","2932294000"
,,,"41041190","2932295000"
,,,"41041910","2932296000"
,,,"41041951","2932298000"
,,,"41041959","2932298500"
,,,"41041990","2932299000"
,,,"41042100","2932910000"
,,,"41042210","2932920000"
,,,"41042290","2932930000"
,,,"41042900","2932940000"
,,,"41043111","2932950000"
,,,"41043119","2932960000"
,,,"41043130","2932990000"
,,,"41043190","2932991000"
,,,"41043910","2932993000"
,,,"41043990","2932995000"
,,,"41044019","2932997000"
,,,"41044050","2932998500"
,,,"41044111","2932999000"
,,,"41044119","2932999500"
,,,"41044151","2933111000"
,,,"41044159","2933119000"
,,,"41044190","2933191000"
,,,"41044911","2933199000"
,,,"41044919","2933210000"
,,,"41044951","2933291000"
,,,"41044959","2933299000"
,,,"41044990","2933310000"
,,,"41051000","2933320000"
,,,"41051010","2933330000"
,,,"41051090","2933330001"
,,,"41051110","2933330009"
,,,"41051191","2933340000"
,,,"41051199","2933350000"
,,,"41051210","2933360000"
,,,"41051290","2933370000"
,,,"41051910","2933391000"
,,,"41051990","2933392000"
,,,"41052000","2933392500"
,,,"41053010","2933393500"
,,,"41053090","2933394000"
,,,"41053091","2933394500"
,,,"41053099","2933395000"
,,,"41061110","2933395500"
,,,"41061190","2933398000"
,,,"41061200","2933399800"
,,,"41061900","2933399900"
,,,"41062000","2933401000"
,,,"41062100","2933403000"
,,,"41062110","2933409000"
,,,"41062190","2933410000"
,,,"41062210","2933491000"
,,,"41062290","2933493000"
,,,"41063100","2933499000"
,,,"41063110","2933511000"
,,,"41063190","2933513000"
,,,"41063200","2933519000"
,,,"41063210","2933520000"
,,,"41063290","2933531000"
,,,"41064010","2933539000"
,,,"41064090","2933540000"
,,,"41069000","2933550000"
,,,"41069100","2933591000"
,,,"41069200","2933592000"
,,,"41070090","2933598000"
,,,"41071010","2933599500"
,,,"41071019","2933610000"
,,,"41071090","2933691000"
,,,"41071111","2933692000"
,,,"41071119","2933693000"
,,,"41071190","2933694000"
,,,"41071211","2933698000"
,,,"41071219","2933699000"
,,,"41071291","2933710000"
,,,"41071299","2933720000"
,,,"41071910","2933790000"
,,,"41071990","2933902000"
,,,"41072100","2933904000"
,,,"41072910","2933905000"
,,,"41072990","2933906000"
,,,"41079010","2933908000"
,,,"41079090","2933911000"
,,,"41079110","2933919000"
,,,"41079190","2933920000"
,,,"41079210","2933991000"
,,,"41079290","2933992000"
,,,"41079910","2933993000"
,,,"41079990","2933994000"
,,,"41080010","2933995000"
,,,"41080090","2933998000"
,,,"41090000","2933998001"
,,,"41100000","2933998008"
,,,"41110000","2933998009"
,,,"41120000","2933999000"
,,,"41131000","2934100000"
,,,"41132000","2934202000"
,,,"41133000","2934205000"
,,,"41139000","2934208000"
,,,"41141010","2934209000"
,,,"41141090","2934301000"
,,,"41142000","2934309000"
,,,"41151000","2934901000"
,,,"41152000","2934903000"
,,,"42010000","2934904000"
,,,"42020000","2934905000"
,,,"42021110","2934906000"
,,,"42021190","2934907000"
,,,"42021211","2934908000"
,,,"42021219","2934908500"
,,,"42021250","2934908900"
,,,"42021291","2934909900"
,,,"42021299","2934910000"
,,,"42021910","2934920000"
,,,"42021990","2934991000"
,,,"42022100","2934992000"
,,,"42022210","2934993000"
,,,"42022290","2934994000"
,,,"42022900","2934995000"
,,,"42023100","2934996000"
,,,"42023210","2934996001"
,,,"42023290","2934996009"
,,,"42023900","2934998000"
,,,"42029110","2934999000"
,,,"42029180","2935000000"
,,,"42029211","2935001000"
,,,"42029215","2935002000"
,,,"42029219","2935003000"
,,,"42029291","2935009000"
,,,"42029298","2935100000"
,,,"42029900","2935200000"
,,,"42030000","2935300000"
,,,"42031000","2935400000"
,,,"42032100","2935500000"
,,,"42032910","2935903000"
,,,"42032990","2935909000"
,,,"42032991","2935909001"
,,,"42032999","2935909009"
,,,"42033000","2936100000"
,,,"42034000","2936210000"
,,,"42040010","2936220000"
,,,"42040090","2936220001"
,,,"42050000","2936220009"
,,,"42050011","2936230000"
,,,"42050019","2936240000"
,,,"42050090","2936250000"
,,,"42060000","2936260000"
,,,"42061000","2936270000"
,,,"42069000","2936280000"
,,,"43011000","2936290000"
,,,"43012000","2936290001"
,,,"43013000","2936290009"
,,,"43014000","2936291000"
,,,"43015000","2936293000"
,,,"43016000","2936299000"
,,,"43017010","2936900000"
,,,"43017090","2936900001"
,,,"43018010","2936900002"
,,,"43018030","2936900009"
,,,"43018050","2936901100"
,,,"43018070","2936901900"
,,,"43018090","2936908000"
,,,"43018099","2936909000"
,,,"43019000","2937101000"
,,,"43021100","2937109000"
,,,"43021200","2937110000"
,,,"43021300","2937120000"
,,,"43021910","2937190000"
,,,"43021920","2937210000"
,,,"43021930","2937220000"
,,,"43021935","2937230000"
,,,"43021941","2937290000"
,,,"43021949","2937291000"
,,,"43021950","2937299000"
,,,"43021960","2937310000"
,,,"43021970","2937390000"
,,,"43021975","2937400000"
,,,"43021980","2937500000"
,,,"43021995","2937900000"
,,,"43022000","2937910000"
,,,"43023010","2937920000"
,,,"43023021","2937990000"
,,,"43023025","2938100000"
,,,"43023031","2938901000"
,,,"43023035","2938903000"
,,,"43023041","2938909000"
,,,"43023045","2939100000"
,,,"43023051","2939110000"
,,,"43023055","2939190000"
,,,"43023061","2939200000"
,,,"43023065","2939211000"
,,,"43023071","2939219000"
,,,"43023075","2939290000"
,,,"43023095","2939300000"
,,,"43030000","2939410000"
,,,"43031010","2939420000"
,,,"43031090","2939430000"
,,,"43039000","2939440000"
,,,"43040000","2939450000"
,,,"44011000","2939490000"
,,,"44011100","2939501000"
,,,"44011200","2939509000"
,,,"44012100","2939510000"
,,,"44012200","2939590000"
,,,"44013010","2939610000"
,,,"44013090","2939620000"
,,,"44013100","2939630000"
,,,"44013200","2939690000"
,,,"44013900","2939700000"
,,,"44013910","2939710000"
,,,"44013990","2939720000"
,,,"44014010","2939790000"
,,,"44014090","2939800000"
,,,"44014100","2939901100"
,,,"44014900","2939901900"
,,,"44020000","2939903000"
,,,"44021000","2939909000"
,,,"44022000","2939910000"
,,,"44029000","2939911100"
,,,"44031000","2939911900"
,,,"44031010","2939919000"
,,,"44031090","2939990000"
,,,"44031100","2939991000"
,,,"44031200","2939999000"
,,,"44032010","2940000000"
,,,"44032011","2940001000"
,,,"44032019","2940009000"
,,,"44032030","2941100000"
,,,"44032031","2941101000"
,,,"44032039","2941102000"
,,,"44032090","2941102001"
,,,"44032091","2941102002"
,,,"44032099","2941102009"
,,,"44032111","2941109000"
,,,"44032112","2941109001"
,,,"44032118","2941109002"
,,,"44032119","2941109003"
,,,"44032191","2941109004"
,,,"44032192","2941109009"
,,,"44032198","2941201000"
,,,"44032199","2941202000"
,,,"44032210","2941203000"
,,,"44032220","2941208000"
,,,"44032280","2941208001"
,,,"44032290","2941208009"
,,,"44032311","2941300000"
,,,"44032312","2941300001"
,,,"44032318","2941300002"
,,,"44032319","2941300009"
,,,"44032391","2941400000"
,,,"44032392","2941400001"
,,,"44032398","2941400009"
,,,"44032399","2941500000"
,,,"44032410","2941500001"
,,,"44032420","2941500009"
,,,"44032480","2941900000"
,,,"44032490","2941900001"
,,,"44032510","2941900002"
,,,"44032590","2941900009"
,,,"44032591","2942000000"
,,,"44032599","3001101000"
,,,"44032600","3001109000"
,,,"44034100","3001201000"
,,,"44034200","3001209000"
,,,"44034910","3001901000"
,,,"44034920","3001902000"
,,,"44034930","3001909100"
,,,"44034935","3001909800"
,,,"44034940","3001909900"
,,,"44034950","3002101000"
,,,"44034960","3002101001"
,,,"44034970","3002101009"
,,,"44034990","3002109100"
,,,"44034995","3002109500"
,,,"44039100","3002109501"
,,,"44039110","3002109509"
,,,"44039190","3002109900"
,,,"44039200","3002110000"
,,,"44039210","3002120001"
,,,"44039290","3002120002"
,,,"44039310","3002120003"
,,,"44039320","3002120004"
,,,"44039380","3002120005"
,,,"44039390","3002120009"
,,,"44039400","3002130000"
,,,"44039500","3002140000"
,,,"44039600","3002150000"
,,,"44039700","3002190000"
,,,"44039800","3002200000"
,,,"44039900","3002200001"
,,,"44039910","3002200002"
,,,"44039920","3002200009"
,,,"44039930","3002300000"
,,,"44039950","3002410000"
,,,"44039951","3002420000"
,,,"44039959","3002490001"
,,,"44039995","3002490009"
,,,"44039999","3002510000"
,,,"44041000","3002590000"
,,,"44042000","3002901000"
,,,"44050000","3002903000"
,,,"44061000","3002905000"
,,,"44061100","3002908000"
,,,"44061200","3002909000"
,,,"44069000","3003100000"
,,,"44069100","3003100001"
,,,"44069200","3003100009"
,,,"44071010","3003200000"
,,,"44071015","3003200001"
,,,"44071031","3003200009"
,,,"44071033","3003310000"
,,,"44071038","3003390000"
,,,"44071039","3003400000"
,,,"44071050","3003400001"
,,,"44071071","3003400002"
,,,"44071079","3003400003"
,,,"44071091","3003400009"
,,,"44071093","3003410000"
,,,"44071098","3003420000"
,,,"44071099","3003430000"
,,,"44071115","3003490000"
,,,"44071116","3003600000"
,,,"44071133","3003900000"
,,,"44071134","3003901000"
,,,"44071138","3003909000"
,,,"44071139","3003909001"
,,,"44071193","3003909009"
,,,"44071194","3004000000"
,,,"44071198","3004100001"
,,,"44071199","3004100002"
,,,"44071215","3004100003"
,,,"44071216","3004100004"
,,,"44071231","3004100005"
,,,"44071232","3004100006"
,,,"44071238","3004100007"
,,,"44071239","3004100008"
,,,"44071291","3004100009"
,,,"44071292","3004101000"
,,,"44071298","3004101001"
,,,"44071299","3004101002"
,,,"44071300","3004101009"
,,,"44071400","3004109000"
,,,"44071915","3004109001"
,,,"44071916","3004109002"
,,,"44071991","3004109009"
,,,"44071992","3004200001"
,,,"44071997","3004200002"
,,,"44071998","3004200003"
,,,"44072110","3004200004"
,,,"44072115","3004200008"
,,,"44072130","3004200009"
,,,"44072190","3004201000"
,,,"44072191","3004201001"
,,,"44072199","3004201009"
,,,"44072210","3004209000"
,,,"44072215","3004209001"
,,,"44072230","3004209009"
,,,"44072290","3004310000"
,,,"44072291","3004311000"
,,,"44072299","3004319000"
,,,"44072300","3004320001"
,,,"44072410","3004320008"
,,,"44072415","3004320009"
,,,"44072430","3004321000"
,,,"44072450","3004321001"
,,,"44072490","3004321009"
,,,"44072510","3004329000"
,,,"44072530","3004390000"
,,,"44072531","3004390001"
,,,"44072539","3004390008"
,,,"44072550","3004390009"
,,,"44072560","3004391000"
,,,"44072580","3004399000"
,,,"44072590","3004400001"
,,,"44072610","3004400002"
,,,"44072630","3004400003"
,,,"44072631","3004400004"
,,,"44072639","3004400005"
,,,"44072650","3004400008"
,,,"44072670","3004400009"
,,,"44072680","3004401000"
,,,"44072690","3004401001"
,,,"44072710","3004401009"
,,,"44072730","3004409000"
,,,"44072790","3004410000"
,,,"44072791","3004420000"
,,,"44072799","3004430000"
,,,"44072810","3004490001"
,,,"44072830","3004490008"
,,,"44072890","3004490009"
,,,"44072891","3004500001"
,,,"44072899","3004500002"
,,,"44072905","3004500005"
,,,"44072910","3004500006"
,,,"44072915","3004500008"
,,,"44072920","3004500009"
,,,"44072925","3004501000"
,,,"44072926","3004501001"
,,,"44072930","3004501009"
,,,"44072931","3004509000"
,,,"44072939","3004509001"
,,,"44072945","3004509002"
,,,"44072946","3004509009"
,,,"44072950","3004600000"
,,,"44072960","3004900000"
,,,"44072961","3004900001"
,,,"44072968","3004900002"
,,,"44072969","3004900005"
,,,"44072970","3004900006"
,,,"44072983","3004900008"
,,,"44072985","3004900009"
,,,"44072995","3004901100"
,,,"44072999","3004901900"
,,,"44079110","3004901901"
,,,"44079115","3004901909"
,,,"44079131","3004909100"
,,,"44079139","3004909900"
,,,"44079150","3004909901"
,,,"44079190","3004909909"
,,,"44079200","3005100000"
,,,"44079210","3005901000"
,,,"44079230","3005903100"
,,,"44079250","3005905000"
,,,"44079290","3005905100"
,,,"44079310","3005905500"
,,,"44079350","3005909900"
,,,"44079390","3006000000"
,,,"44079391","3006101000"
,,,"44079399","3006103000"
,,,"44079410","3006103001"
,,,"44079450","3006103009"
,,,"44079490","3006109000"
,,,"44079491","3006200000"
,,,"44079499","3006300000"
,,,"44079510","3006400000"
,,,"44079550","3006500000"
,,,"44079590","3006600001"
,,,"44079591","3006600002"
,,,"44079599","3006600009"
,,,"44079610","3006601000"
,,,"44079640","3006601001"
,,,"44079690","3006601009"
,,,"44079710","3006601100"
,,,"44079740","3006601900"
,,,"44079790","3006609000"
,,,"44079910","3006700000"
,,,"44079920","3006800000"
,,,"44079925","3006910000"
,,,"44079930","3006920000"
,,,"44079940","3006930000"
,,,"44079950","3101000000"
,,,"44079990","3102101000"
,,,"44079991","3102109000"
,,,"44079993","3102210000"
,,,"44079996","3102290000"
,,,"44079997","3102301000"
,,,"44079998","3102309000"
,,,"44081010","3102401000"
,,,"44081015","3102409000"
,,,"44081030","3102500000"
,,,"44081050","3102501000"
,,,"44081091","3102509000"
,,,"44081093","3102600000"
,,,"44081098","3102700000"
,,,"44081099","3102701000"
,,,"44083111","3102709000"
,,,"44083121","3102800000"
,,,"44083125","3102900000"
,,,"44083130","3103101000"
,,,"44083911","3103109000"
,,,"44083915","3103110000"
,,,"44083921","3103190000"
,,,"44083925","3103200000"
,,,"44083930","3103900000"
,,,"44083931","3104100000"
,,,"44083935","3104201000"
,,,"44083951","3104205000"
,,,"44083955","3104209000"
,,,"44083961","3104300000"
,,,"44083965","3104900000"
,,,"44083970","3104900001"
,,,"44083981","3104900009"
,,,"44083985","3105100000"
,,,"44083989","3105200000"
,,,"44083991","3105201000"
,,,"44083995","3105209000"
,,,"44083999","3105300000"
,,,"44089011","3105300001"
,,,"44089015","3105300009"
,,,"44089021","3105301000"
,,,"44089025","3105309000"
,,,"44089035","3105400000"
,,,"44089081","3105400001"
,,,"44089085","3105400009"
,,,"44089089","3105401000"
,,,"44089095","3105409000"
,,,"44090000","3105510000"
,,,"44091011","3105590000"
,,,"44091018","3105600000"
,,,"44091019","3105601000"
,,,"44091090","3105609000"
,,,"44092011","3105901000"
,,,"44092019","3105902000"
,,,"44092091","3105908000"
,,,"44092098","3105909100"
,,,"44092099","3105909900"
,,,"44092100","3201100000"
,,,"44092200","3201200000"
,,,"44092910","3201902000"
,,,"44092915","3201909000"
,,,"44092991","3202100000"
,,,"44092992","3202900000"
,,,"44092998","3203000000"
,,,"44092999","3203001000"
,,,"44100000","3203001001"
,,,"44101100","3203001009"
,,,"44101110","3203001100"
,,,"44101130","3203001900"
,,,"44101150","3203009000"
,,,"44101190","3204110000"
,,,"44101200","3204120000"
,,,"44101210","3204130000"
,,,"44101290","3204140000"
,,,"44101900","3204150000"
,,,"44101910","3204160000"
,,,"44101930","3204170000"
,,,"44101950","3204180000"
,,,"44101990","3204190000"
,,,"44102000","3204200000"
,,,"44102100","3204900000"
,,,"44102900","3205000000"
,,,"44103100","3206110000"
,,,"44103200","3206190000"
,,,"44103300","3206200000"
,,,"44103900","3206300000"
,,,"44109000","3206410000"
,,,"44110000","3206420000"
,,,"44111100","3206430000"
,,,"44111110","3206490000"
,,,"44111190","3206491000"
,,,"44111200","3206493000"
,,,"44111210","3206497000"
,,,"44111290","3206498000"
,,,"44111300","3206499000"
,,,"44111310","3206500000"
,,,"44111390","3207100000"
,,,"44111400","3207201000"
,,,"44111410","3207209000"
,,,"44111490","3207300000"
,,,"44111900","3207401000"
,,,"44111910","3207402000"
,,,"44111990","3207403000"
,,,"44112100","3207404000"
,,,"44112110","3207408000"
,,,"44112190","3207408500"
,,,"44112900","3207408501"
,,,"44112910","3207408509"
,,,"44112990","3207409000"
,,,"44113100","3208000000"
,,,"44113110","3208101000"
,,,"44113190","3208109000"
,,,"44113900","3208201000"
,,,"44113910","3208209000"
,,,"44113990","3208209001"
,,,"44119100","3208209009"
,,,"44119200","3208901000"
,,,"44119210","3208901100"
,,,"44119290","3208901300"
,,,"44119300","3208901900"
,,,"44119310","3208901901"
,,,"44119390","3208901909"
,,,"44119400","3208909100"
,,,"44119410","3208909101"
,,,"44119490","3208909109"
,,,"44119900","3208909900"
,,,"44120000","3209100000"
,,,"44121000","3209100001"
,,,"44121310","3209100009"
,,,"44121311","3209900000"
,,,"44121319","3210001000"
,,,"44121390","3210009000"
,,,"44121400","3210009001"
,,,"44121900","3210009009"
,,,"44122210","3211000000"
,,,"44122291","3212100000"
,,,"44122299","3212101000"
,,,"44122300","3212109000"
,,,"44122920","3212900000"
,,,"44122980","3212901000"
,,,"44123110","3212903100"
,,,"44123190","3212903800"
,,,"44123200","3212903900"
,,,"44123210","3212909000"
,,,"44123290","3213100000"
,,,"44123300","3213900000"
,,,"44123400","3214101000"
,,,"44123900","3214101001"
,,,"44124100","3214101009"
,,,"44124200","3214109000"
,,,"44124900","3214900000"
,,,"44125100","3214900001"
,,,"44125200","3214900009"
,,,"44125900","3215110000"
,,,"44129100","3215190000"
,,,"44129200","3215900000"
,,,"44129210","3215900001"
,,,"44129291","3215900009"
,,,"44129299","3215901000"
,,,"44129300","3215908000"
,,,"44129410","3301000000"
,,,"44129490","3301111000"
,,,"44129900","3301119000"
,,,"44129910","3301121000"
,,,"44129920","3301129000"
,,,"44129930","3301131000"
,,,"44129940","3301139000"
,,,"44129950","3301141000"
,,,"44129980","3301149000"
,,,"44129985","3301191000"
,,,"44129990","3301192000"
,,,"44130000","3301198000"
,,,"44140010","3301199000"
,,,"44140090","3301211000"
,,,"44141000","3301219000"
,,,"44149000","3301221000"
,,,"44150000","3301229000"
,,,"44151010","3301231000"
,,,"44151090","3301239000"
,,,"44152020","3301241000"
,,,"44152090","3301249000"
,,,"44160000","3301251000"
,,,"44160010","3301259000"
,,,"44160090","3301261000"
,,,"44170000","3301269000"
,,,"44170020","3301291100"
,,,"44170090","3301293100"
,,,"44180000","3301294100"
,,,"44181010","3301296100"
,,,"44181050","3301297100"
,,,"44181090","3301297900"
,,,"44181110","3301299100"
,,,"44181190","3301300000"
,,,"44181900","3301901000"
,,,"44182010","3301902100"
,,,"44182050","3301902900"
,,,"44182080","3301903000"
,,,"44182110","3301903100"
,,,"44182190","3301903900"
,,,"44182900","3301909000"
,,,"44183000","3302101000"
,,,"44183010","3302102100"
,,,"44183091","3302102900"
,,,"44183099","3302104000"
,,,"44184000","3302109000"
,,,"44185000","3302901000"
,,,"44186000","3302909000"
,,,"44187100","3303001000"
,,,"44187200","3303009000"
,,,"44187300","3304000000"
,,,"44187400","3304100000"
,,,"44187500","3304200000"
,,,"44187900","3304300000"
,,,"44188100","3304910000"
,,,"44188200","3304990000"
,,,"44188300","3305000000"
,,,"44188900","3305100000"
,,,"44189010","3305200000"
,,,"44189080","3305300000"
,,,"44189090","3305900000"
,,,"44189110","3305900001"
,,,"44189120","3305900009"
,,,"44189170","3305901000"
,,,"44189180","3305909000"
,,,"44189200","3306000000"
,,,"44189910","3306100000"
,,,"44189920","3306200000"
,,,"44189970","3306900000"
,,,"44189980","3307000000"
,,,"44190010","3307100000"
,,,"44190090","3307200000"
,,,"44191100","3307300000"
,,,"44191200","3307410000"
,,,"44191900","3307490000"
,,,"44192000","3307900000"
,,,"44199000","3307900001"
,,,"44199010","3307900002"
,,,"44199090","3307900008"
,,,"44200000","3307900009"
,,,"44201000","3401000000"
,,,"44201011","3401110000"
,,,"44201019","3401110001"
,,,"44201100","3401110009"
,,,"44201900","3401190000"
,,,"44209010","3401201000"
,,,"44209011","3401209000"
,,,"44209019","3401300000"
,,,"44209091","3402000000"
,,,"44209099","3402110000"
,,,"44211000","3402111000"
,,,"44212000","3402119000"
,,,"44219010","3402120000"
,,,"44219030","3402130000"
,,,"44219050","3402190000"
,,,"44219070","3402201000"
,,,"44219090","3402202000"
,,,"44219091","3402209000"
,,,"44219098","3402310000"
,,,"44219099","3402390000"
,,,"44219100","3402410000"
,,,"44219910","3402420000"
,,,"44219990","3402490000"
,,,"44219995","3402500000"
,,,"44219999","3402901000"
,,,"45011000","3402901001"
,,,"45019000","3402901002"
,,,"45020000","3402901008"
,,,"45031010","3402901009"
,,,"45031090","3402909000"
,,,"45039000","3403110000"
,,,"45041011","3403191000"
,,,"45041019","3403199000"
,,,"45041091","3403199100"
,,,"45041099","3403199900"
,,,"45049000","3403910000"
,,,"45049010","3403990000"
,,,"45049020","3403991000"
,,,"45049080","3403999000"
,,,"45049091","3404100000"
,,,"45049099","3404200000"
,,,"46010000","3404900001"
,,,"46011010","3404900002"
,,,"46011090","3404900009"
,,,"46012010","3404901000"
,,,"46012090","3404908000"
,,,"46012110","3404908001"
,,,"46012190","3404908009"
,,,"46012210","3404909000"
,,,"46012290","3404909001"
,,,"46012910","3404909009"
,,,"46012990","3405100000"
,,,"46019105","3405200000"
,,,"46019110","3405300000"
,,,"46019190","3405400000"
,,,"46019205","3405901010"
,,,"46019210","3405901090"
,,,"46019290","3405909000"
,,,"46019305","3406000000"
,,,"46019310","3406001100"
,,,"46019390","3406001900"
,,,"46019405","3406009000"
,,,"46019410","3407000000"
,,,"46019490","3501101000"
,,,"46019905","3501105000"
,,,"46019910","3501109000"
,,,"46019990","3501901000"
,,,"46020000","3501909000"
,,,"46021010","3502111000"
,,,"46021091","3502119000"
,,,"46021099","3502191000"
,,,"46021100","3502199000"
,,,"46021200","3502201000"
,,,"46021910","3502209100"
,,,"46021990","3502209900"
,,,"46021991","3502902000"
,,,"46021999","3502907000"
,,,"46029000","3502909000"
,,,"46029010","3503001000"
,,,"46029090","3503001001"
,,,"47010010","3503001009"
,,,"47010090","3503008000"
,,,"47020000","3503008001"
,,,"47031100","3503008002"
,,,"47031900","3503008009"
,,,"47032100","3504000000"
,,,"47032900","3504001000"
,,,"47041100","3504009000"
,,,"47041900","3505101000"
,,,"47042100","3505105000"
,,,"47042900","3505109000"
,,,"47050000","3505201000"
,,,"47061000","3505203000"
,,,"47062000","3505205000"
,,,"47063000","3505209000"
,,,"47069100","3506100000"
,,,"47069200","3506910000"
,,,"47069300","3506990000"
,,,"47071000","3507100000"
,,,"47072000","3507900000"
,,,"47073010","3507901000"
,,,"47073090","3507902000"
,,,"47079010","3507903000"
,,,"47079090","3507909000"
,,,"48010000","3601000000"
,,,"48010010","3602000000"
,,,"48010090","3603001000"
,,,"48021000","3603001001"
,,,"48022000","3603001002"
,,,"48023000","3603001003"
,,,"48024010","3603001008"
,,,"48024090","3603001009"
,,,"48025110","3603009000"
,,,"48025190","3603009001"
,,,"48025220","3603009002"
,,,"48025280","3603009003"
,,,"48025320","3603009004"
,,,"48025380","3603009005"
,,,"48025400","3603009006"
,,,"48025410","3603009009"
,,,"48025490","3603100000"
,,,"48025500","3603200001"
,,,"48025515","3603200009"
,,,"48025525","3603300000"
,,,"48025530","3603400001"
,,,"48025590","3603400009"
,,,"48025600","3603500000"
,,,"48025610","3603600000"
,,,"48025620","3604100000"
,,,"48025680","3604900000"
,,,"48025690","3605000000"
